0.000000 76 62 16384 17 64 0.020436 0.000417 61.666667 0.222222 64.000000 0.000000 17.000000 0.000000
0.000015 76 62 16384 17 64 0.020436 0.000417 61.333333 0.222222 64.000000 0.000000 17.000000 0.000000
0.040857 75 61 16384 17 64 0.017107 0.000292 76.333333 470.222222 80.333333 533.555556 17.000000 0.000000
0.000014 75 61 16384 17 64 0.017835 0.000268 81.000000 370.666667 80.333333 533.555556 17.000000 0.000000
0.034199 121 107 0 17 113 0.000742 0.000001 85.666667 227.555556 80.333333 533.555556 17.000000 0.000000
0.001471 89 75 16384 17 64 0.000917 0.000001 89.666667 430.222222 80.333333 533.555556 17.000000 0.000000
0.000014 89 75 16384 17 64 0.017941 0.000260 160.333333 8344.888889 96.666667 533.555556 17.000000 0.000000
0.001820 133 119 0 17 113 0.018363 0.000246 176.333333 6126.222222 113.000000 0.000000 17.000000 0.000000
0.034062 301 287 0 17 113 0.005262 0.000007 158.000000 8900.666667 96.666667 533.555556 17.000000 0.000000
0.002664 137 123 0 17 113 0.003936 0.000015 83.666667 773.555556 80.333333 533.555556 17.000000 0.000000
0.007860 78 64 16384 17 64 0.013257 0.000175 73.000000 162.000000 80.333333 533.555556 17.000000 0.000000
0.000012 78 64 16384 17 64 0.014168 0.000152 73.333333 156.222222 80.333333 533.555556 17.000000 0.000000
0.026502 105 91 0 17 113 0.000924 0.000001 73.666667 150.222222 80.333333 533.555556 17.000000 0.000000
0.001834 79 65 16384 17 64 0.001474 0.000002 77.666667 320.888889 80.333333 533.555556 17.000000 0.000000
0.000015 79 65 16384 17 64 0.027256 0.000592 163.333333 12828.222222 96.666667 533.555556 17.000000 0.000000
0.002933 117 103 0 17 113 0.029561 0.000485 183.666667 9656.222222 113.000000 0.000000 17.000000 0.000000
0.051580 336 322 0 17 113 0.010439 0.000008 176.333333 10946.888889 113.333333 0.222222 17.000000 0.000000
0.007541 140 126 0 17 113 0.008995 0.000019 100.000000 362.000000 113.666667 0.222222 17.000000 0.000000
0.013336 95 81 0 17 114 0.009004 0.000019 80.666667 104.222222 76.333333 2837.555556 17.000000 0.000000
0.004655 107 93 0 17 114 0.029659 0.000266 73.666667 197.555556 59.666667 2137.555556 17.000000 0.000000
0.013352 82 68 16384 17 1 0.022990 0.000528 62.666667 14.222222 43.000000 882.000000 17.000000 0.000000
0.045965 74 60 16384 17 64 0.036382 0.001323 69.333333 174.222222 80.333333 533.555556 17.000000 0.000000
0.000014 74 60 16384 17 64 0.037929 0.001212 74.666667 131.555556 96.666667 533.555556 17.000000 0.000000
0.072750 102 88 0 17 113 0.257419 0.064674 121.333333 3118.222222 75.666667 2787.555556 17.000000 0.000000
0.003108 90 76 0 17 113 0.439156 0.005267 114.666667 3651.555556 38.333333 2787.555556 17.000000 0.000000
0.511729 214 200 16384 17 1 0.325044 0.001725 112.000000 3872.000000 22.000000 882.000000 17.000000 0.000000
0.366582 82 68 16384 17 1 0.141759 0.020092 68.000000 0.000000 43.000000 882.000000 17.000000 0.000000
0.283506 82 68 16384 17 64 0.003719 0.000014 69.666667 5.555556 64.000000 0.000000 17.000000 0.000000
0.000012 82 68 16384 17 64 0.003741 0.000014 71.333333 5.555556 64.000000 0.000000 17.000000 0.000000
0.007426 87 73 16384 17 64 0.032849 0.001075 97.000000 1152.000000 80.333333 533.555556 17.000000 0.000000
0.000055 87 73 16384 17 64 0.033168 0.001055 117.000000 992.000000 96.666667 533.555556 17.000000 0.000000
0.065643 159 145 0 17 113 0.002484 0.000003 130.666667 162.888889 113.000000 0.000000 17.000000 0.000000
0.000694 147 133 0 17 113 0.003105 0.000001 124.333333 61.555556 113.000000 0.000000 17.000000 0.000000
0.004273 128 114 0 17 113 0.135999 0.017973 146.666667 1446.222222 75.666667 2787.555556 17.000000 0.000000
0.001937 140 126 0 17 113 0.296315 0.000689 130.333333 3046.888889 59.333333 2101.555556 17.000000 0.000000
0.270061 214 200 16384 17 1 0.161294 0.026010 110.000000 4050.000000 43.000000 882.000000 17.000000 0.000000
0.322569 79 65 16384 17 64 0.033059 0.001092 72.000000 98.000000 64.000000 0.000000 17.000000 0.000000
0.000019 79 65 16384 17 64 0.033056 0.001092 79.000000 98.000000 64.000000 0.000000 17.000000 0.000000
0.066099 100 86 16384 17 64 0.002346 0.000005 92.333333 80.222222 80.333333 533.555556 17.000000 0.000000
0.000013 100 86 16384 17 64 0.003927 0.000001 102.666667 162.888889 96.666667 533.555556 17.000000 0.000000
0.004679 119 105 0 17 113 0.035123 0.001021 120.333333 198.222222 113.000000 0.000000 17.000000 0.000000
0.003174 131 117 0 17 113 0.033885 0.001101 135.666667 198.222222 113.000000 0.000000 17.000000 0.000000
0.067073 153 139 0 17 113 0.125669 0.015618 118.333333 1446.222222 96.666667 533.555556 17.000000 0.000000
0.000698 165 151 0 17 113 0.125324 0.015704 93.666667 1643.555556 80.333333 533.555556 17.000000 0.000000
0.250640 79 65 16384 17 64 0.053629 0.002875 78.333333 355.555556 80.666667 555.555556 17.000000 0.000000
0.000008 79 65 16384 17 64 0.053643 0.002874 95.666667 494.222222 97.333333 555.555556 17.000000 0.000000
0.107250 119 105 0 17 114 0.072725 0.005284 99.333333 296.222222 97.333333 555.555556 17.000000 0.000000
0.000036 131 117 0 17 114 0.072717 0.005285 89.666667 373.555556 80.666667 555.555556 17.000000 0.000000
0.145414 90 76 16384 17 64 0.016428 0.000269 117.333333 3416.888889 43.000000 882.000000 17.000000 0.000000
0.000020 90 76 16384 17 64 0.042366 0.000091 132.333333 2626.888889 59.333333 2101.555556 17.000000 0.000000
0.032835 214 200 16384 17 1 0.025956 0.000673 151.333333 1208.222222 75.666667 2787.555556 17.000000 0.000000
0.051896 135 121 0 17 113 0.157161 0.024695 107.333333 797.555556 75.666667 2787.555556 17.000000 0.000000
0.000016 147 133 0 17 113 0.397991 0.007003 86.000000 1124.666667 59.333333 2101.555556 17.000000 0.000000
0.314306 82 68 16384 17 1 0.240854 0.057995 60.666667 26.888889 43.000000 882.000000 17.000000 0.000000
0.481676 71 57 16384 17 64 0.037801 0.001426 80.000000 1058.000000 80.666667 555.555556 17.000000 0.000000
0.000032 71 57 16384 17 64 0.038615 0.001366 173.666667 14296.222222 97.333333 555.555556 17.000000 0.000000
0.075570 140 126 0 17 114 0.523360 0.272171 174.666667 14064.888889 97.333333 555.555556 17.000000 0.000000
0.001659 352 338 0 17 114 0.522548 0.273019 152.666667 17174.222222 80.666667 555.555556 17.000000 0.000000
1.045060 74 60 16384 17 64 0.038123 0.001451 65.333333 56.888889 80.333333 533.555556 17.000000 0.000000
0.000036 74 60 16384 17 64 0.042614 0.001129 74.666667 131.555556 96.666667 533.555556 17.000000 0.000000
0.076210 90 76 0 17 113 1.040545 1.064048 74.666667 131.555556 96.666667 533.555556 17.000000 0.000000
0.009018 102 88 0 17 113 1.036059 1.073323 69.333333 174.222222 80.333333 533.555556 17.000000 0.000000
2.072072 74 60 16384 17 64 0.000058 0.000000 58.000000 8.000000 64.000000 0.000000 17.000000 0.000000
0.000046 74 60 16384 17 64 0.000044 0.000000 56.000000 8.000000 64.000000 0.000000 17.000000 0.000000
0.000070 68 54 16384 17 64 0.000616 0.000000 56.000000 8.000000 64.000000 0.000000 17.000000 0.000000
0.000019 68 54 16384 17 64 0.000622 0.000000 58.000000 8.000000 64.000000 0.000000 17.000000 0.000000
0.001213 74 60 16384 17 64 0.036287 0.001315 83.000000 1058.000000 80.333333 533.555556 17.000000 0.000000
0.000030 74 60 16384 17 64 0.036559 0.001295 108.000000 1158.000000 97.000000 544.666667 17.000000 0.000000
0.072544 143 129 0 17 113 0.000305 0.000000 131.000000 8.000000 113.333333 0.222222 17.000000 0.000000
0.000574 149 135 0 17 114 0.000028 0.000000 133.000000 8.000000 113.666667 0.222222 17.000000 0.000000
0.000035 143 129 0 17 113 0.001876 0.000003 133.000000 8.000000 113.666667 0.222222 17.000000 0.000000
0.000022 149 135 0 17 114 0.002100 0.000003 135.000000 0.000000 114.000000 0.000000 17.000000 0.000000
0.003731 149 135 0 17 114 1.450601 2.102879 110.333333 1216.888889 97.333333 555.555556 17.000000 0.000000
0.000470 149 135 0 17 114 1.450385 2.103504 85.666667 1216.888889 80.666667 555.555556 17.000000 0.000000
2.900731 75 61 16384 17 64 0.040049 0.001601 66.333333 56.888889 80.333333 533.555556 17.000000 0.000000
0.000039 75 61 16384 17 64 0.040260 0.001584 75.666667 131.555556 96.666667 533.555556 17.000000 0.000000
0.080059 91 77 0 17 113 0.235078 0.055045 75.333333 141.555556 96.666667 533.555556 13.333333 26.888889
0.000460 103 89 0 17 113 0.303403 0.027653 69.666667 186.888889 75.333333 746.888889 9.666667 26.888889
0.469695 74 60 16384 6 64 0.068574 0.004697 53.333333 88.888889 59.000000 50.000000 6.000000 0.000000
0.137111 74 60 0 6 49 0.144552 0.020884 53.333333 88.888889 54.000000 50.000000 6.000000 0.000000
